article_id,essay,emotion
261,of the 5000 rhinoceroses that remain free in the world have just killed one more. poachers do not respect endangered species. This enrages me and I try to hunt them. the 18-year-old rhinoceros left her baby orphaned. I really hope that stronger measures will be taken for the protection of these species and that their extinction will be avoided.,anger
373,"Well here is another story about the dangers of selfies. I'm mystified by this ""fad"" of selfies. I have never even thought about taking one. But maybe thats just my age or generation. Anyhow another idiot taking a selfie got attacked by a snake. Seems like selfie taking affects the brain or at least the part of brain. I have heard about people getting in fatal car crashes while taking selfies, and falling off a cliff, and being fatally attacked by bears, lions, etc etc. Now a python.",disgust
414,hello brother I hope you are well these days and thought a lot about you and more when I see the news I find out that Saudi Arabia is struggling to expand its territory no matter what this pado should take care of being there is very dangerous so be careful I hope you take care of yourself and think of us,fear
313,"Thinking about the refugee situation around the globe is so disheartening. There are so many people who are only trying to survive who cannot find support anywhere. Those of us in countries with resources really need to start pushing out legislators to accept and support these people, especially when their situations are the result of our own policies. Humans need to look out for each other far more--we should value every life the same, no matter the country of its origin.",sadness
57,I just read an article about the awful treatment of animals of zoos in foreign countries from us. Feeling a little down thinking of how these people could treat the animals how they could continue to raise animals in zoos where people will come and view them while they're ill hurt and some even dying. Even after receiving help to get these animals to a better location where they can be cared for properly other zoos are still continuing with bad treatment and allowing visitors to come witness it. Just like a child animals depend on us if we have them caged either let them out of the cage or take care of them why is that so hard for people to understand or do?,sadness
225,"The whole situation with Iraq and the uprising of ISIS can be attributed to the U.S. War on Terror and failed attempts at establishing democracy in the Middle East. The truth of the matter is, the G.W. Bush  administration had no idea what they were doing when they decided to invade Iraq under the pretense of ridding Saddam Hussein of weapons of mass destruction: Iraq had none, and we destroyed the Iraqi way of life over this lie. Iraqis may have suffered under Saddam Hussein, but at the very least, the region was stable and extremists were rare. After the American invasion, civilian deaths likely skyrocketed because law and order were thrown out as well.",disgust
77,"I just learned about the British banker who killed the two Indonesian women in Hong Kong. How horrifying that we have people like this in the world. They seem like your everyday ordinary person, but it shows you just never know. You always have to stay safe, not take chances and don't trust appearances.",fear
169,A two year old in Willoughby Hills East of the Cleveland area fell from his eleven story apartment building. His parents were in the living room and had no idea that this had taken place. There neighbors had found the child motionless on the ground and presumably dead. The police are treating this as a pure accident and don't anticipate any further charges.,neutral
373,"Heyy! Although this story is sad, I found it definitely alarming and should serve as an example on how this obsession with selfies needs to stop. Apparently, a guy was killed by a python because he was trying to take a good selfie. I think he was one of those people who like to take selfies doing something daring",sadness
88,Some scum bag is at it again stealing naked pictures of people simply because they are celebrities and he can make money from doing it.  It blows my mind the level of shit people will do in order to make a buck.   It seems like people treat celebrities as if they are not people at all.  People that leave negative comments on celebrity pages are taking it to a new level.  People say the shittiest things to each other when they're hiding behind their computer screen.   This particular guy took it to the extreme by stealing their private photos.,anger
112,"Look at this nonsense.  We can put dudes on the moon and videochat across the planet with anyone we like, but we STILL can't make containers for fuel that don't leak everywhere? You know that ""Cui bono"" thing I told you about? At this point I think someone (probably the environazis) benefit from this enough to keep doing it. How about we build pipelines for the oil?  Oh right, environazis again, complete with the trash heap they left behind after their protest.",surprise
125,I always read about these house fires and never think about them again. That is something that I should do less of. Maybe I can find a way to donate time or money for families in tragedies so that they can get back on their feet as soon as possible. This recent reversal of my attitude was because a friend of mine recently had their apartment burn out due to a building fire.,neutral
128,"I always feel bad when women talk about their experiences with sexual assault because you know how I feel about that but I want to put it into words anyway. I feel like it's always on the women to be the ones to hold men accountable and to report it and everything but I'm so frustrated by the fact that men won't take a bigger stand. Men should hold each other accountable for sexual assault and encourage each other not to do it instead of making jokes about it all the time. I'm just so frustrated by how there are so many stories of women that are suffering needlessly at the hands of these arrogant men and yet women have to endure a lifetime of trauma from it and men usually get away with a slap on the wrist, it really just makes me so sick to my stomach, I hate it so much.",sadness
370,Did you hear that some kids in another country are passing out in school because they do not have enough to eat?  The school can not do much or wont due to lack of funding.  Over 35% of kids do not even go to school because of lack of food causing some effect.  That is so sad.  I am glad that our government has different programs instilled to prevent that.,sadness
184,I have never heard of sleep paralysis but it doesn't sound like a particularly dangerous disorder. We all undergo a state of unconsciousness during sleep where we dream and cannot control certain things in the dream. But this seems to be an extension of dreaming where your brain becomes out of synch with your body. I suspect this may something to do with stress and mental health problems,neutral
169,"Whenever you hear about tragedy you can't help but put yourself in their place and worry about how they feel. You wonder about how they react, and how they can believe that a simple accident can hurt someone that they love. I am sure that they will second guess themselves, and wonder how they could let something like that happen.",sadness
98,"I just read an article about the hate and racism in America since Donald Trump won the election. It talked about ""countless acts of hate"" beggining from day one of Trumps presidency. I thought the article was misleading. You cannot blame allready existing problems on a newly elected official. There was no facts or statisticis supporting the claims made in the article.",anger
154,"Venezuela and many of it's sister countries are going through a crisis. Due to drops in oil prices, and the loss of income the country has received from this drop, the citizens are the ones that are paying for it. They are hungry, there is issues with people not having enough food and starving. Their political powers are corrupt and can't be counted on for help. There is fighting, rebels and rampant crime. My heart breaks for this people, as they don't have anyone to turn to for help. They feel powerless, hungry and scared.",sadness
110,"This is really sad!  I would think there would be a way to stop this from happening.  Everyone knows this is being done, so why couldn't they stop it.  The human traffiking is a sad thing and to have them all dying try to get to another place is sad.There must be some kind of policing that could be done wherever the people are boarding these boats.",sadness
158,"Hey I just read this article about more craziness ISIS is doing? Sometimes the articles have so many names of places I don't recognize and can't pronounce that I get a little off track of the point of the article. I gues those terrorists are using people as human shields to keep and take control or surroundings areas. They know this is against UN policy, but I doubt they care. There is always something going on in the Middle East, it seems nothing gets better for the people just trying to live. I feel like something should be done to improve the situation, but it's been bad since I was a kid and I doubt it'll get better.",sadness
213,"The research team from Australia’s University of Queensland said the Earth has lost nearly 1.3 million square miles of wilderness. They’ve defined wilderness as an area with no human development. Dr. James Watson of the University of Queensland in Australia said globally important wilderness areas are completely ignored in environmental policy, and much has been paid to the loss of species. Without any policies to protect them, they are “falling victim to widespread development,” he added. Dr. Watson also revealed that humanity has one to two decades to turn things around. To date, the world has a total of 30.1 million km2, or around 20 percent of the world’s land area, that remain as wilderness, with the majority being located in countries in North America, North Asia, Australia and Nort",neutral
198,"I read an article about the Loud Music Shooter, not sure if you've heard about this case in Florida.  It seems like they've upheld the murder conviction for the man who shot a black teen during an argument about loud music being played.  It did seem more like murder and not so much like an actual self-defense situation.",neutral
380,"I feel really bad for the woman, Janis Barinsky, this article is writing about. Nobody should have to go through such torture and borderline abuse at their workplace to endure this type of behavior and thoughts. For a company to treat their employees this way and to push them to the verge of suicide is just out right awful.",sadness
353,"This is so unfortunate for the family of this father and son. They were probably just trying to have a nice together, but did not research the area well enough or did not pay proper attention. There are so many things that could go wrong, and in this case, they all seemed to have gone wrong. I feel bad for them. The world can be pretty unforgiving.",sadness
247,"France has been through a lot of crap lately.  Some terrorists stormed a newspaper office and killed some people; their have been bombings at the airports and train stations; and a little girl was among 90 killed during a concert at one of their local venues.  As sad as this all is, the most distressing thing is that the country has decided to activate additional measures to ensure their democracy is maintained.  This always seems to be the case during a time of great terror and unrest- most of which are incited by officials working within the government itself.",sadness
96,"I'm not sure what can be done but global warming is affecting us in many other areas then the ones we have seen and heard. Did you know our coffee crops are in danger of being wiped out? That's right, I just read this article detailing the struggles currently going on with coffee crop farmers. There is an intense struggle at the moment for them to maintain their crops and to keep them going. The warm temperatures have really threw a wrench into their day to day operations and maintaining the coffee crops has become quite a challenge. We are in danger of either paying really high prices on coffee or worse case scenario being without coffee period. This is very distressing for me. Can you imagine not having our cup of coffee daily to get us through the days? This is truly tragic.",surprise
12,There was a terrible bus crash near the town where I grew up.  It looks like a black sedan hit the bus and people were hurt.  Apparently the injured people were taken to a nearby hospital where I used to work.  No word was released on the condition of the individuals but I sure hope it was no one we know or that no one is seriously hurt.  Please say a prayer for all involved and be grateful that no lives were lost.,sadness
227,"Well, this certainly is rich and pathetic. The Muslims and their terrorist mouthpiece Council on American-Islamic Relations are all whiny that someone tried to do to them what they have been doing to everyone else all over the world. Never hear a word out of them when they're blowing up cars and shooting up innocent people in the streets do you?",anger
210,I recently read an article about how the band Eagles of Death Metal visited the Paris attacks memorial. A year before they were playing at a concert hall when the attacks occured a year prior. Sting was the first person to play at he concert hall since the attacks. The front man of the Eagles of Death Metal was denied access to the event. He had told Fox news that the muslim security collaborated with the attackers at the concert hall.,neutral
10,"When you are a police officer there is a high chance you'll get shot, this kind of thing happens because people have an easy access to guns, if there was a more strict gun control, less officers would die during their service, but well, the government prefer guns over people's lives. poor officers, but they had a risky job.",anger
313,Are you aware that only certain refuges are helped and accepted?  I can't imagine the heart break that they endure traveling so far thinking they are safe to be turned around and denied.  The whole system is so flawed.  There is no appropriate help for these people!  They have so many unfair hurdles to go through.,sadness
329,hello brother I am learning the news I am very happy that you are already in sacrament I am happy that after completing your dream of playing in the NBA is a great time for you and you should know how to take advantage of this great opportunity take care of yourself and succeed.I'm really very proud of you,joy
149,"I read this article about what black people think. It is crazy that they still believe they are being targeted by the police. Can you believe in this day and age they still believe that. The difference between why more black people get shot is more of them do crimes. Add to the fact that black families tell their kids not to trust the police. Don't run, Don't fight back and do what the police officer says and you have a lot great chance of not getting shot. I can't stand these black people who feel like they have it so bad here. Let them try living back in Africa and see how they like that.",anger
183,"I really like Kate and she is an amazing actress. It sucks that she and her husband after so many years have decided to call it quits. America has one of the highest divorce rates in the world, which makes me feel that love is harder to attain today. Although I am a hopeless romantic and I feel that not every coupling has to be condemned to such a fate as Kate, Len and most Americans have to endure.",sadness
53,"It's really amazing to me how much food we waste as a country considering how overweight and obese people are. I can't believe how wasteful it all is, if you think about it. A lot of the food we eat, we don't need, and then we throw away so much too! All that food belongs with people who really need it. I wish people would donate more and that restaurants could donate their unused food to homeless shelters.",surprise
305,"So sad. Why is it that the social media giants can quickly shut down conservative speech, but cannot get a handle on these ""suicide groups""? Mental health needs to be taken more seriously in this country or any country. With mental health not covered by a lot of insurance policies, suicide and depression will continue to be problems. I feel for these kids. I know what it feels like to feel depressed and hopeless. But anyone that preys on kids in these conditions needs to go to jail. It infuriates me.",sadness
157,I just read a story about a black man named Terence Crutcher who was shot and killed by a white police officer named Betty Shelby in Tulsa Oklahoma. She was responding to another call when she noticed Terence Crutcher. The camera on her dashboard showed that Terence had his hands up. It was also video tapped by a helicopter. The officer claimed she felt like her life was in danger. Terence was a good man with a good heart. He was a churchgoer and a father of four children. Hundreds of people mourned his passing. If convicted Betty Shelby age 42 could face 4 years in prison for first degree manslaughter.,sadness
404,I was sad to hear that a woman was critically injured Sunday evening in a multiple car wreck in the Clinton area of Prince George’s County. It seems like these things are becoming more common. At least the reporting of such accidents is more common. People should pay more attention to their driving. I wouldn't be surprised at all if someone involved was distracted by cellphone use.,sadness
208,"this article was very interesting because it talks on how climate change can have influenced the extinction of the melomys in theyre habitat. it talks alot about it and basically lets us know that climate change wasnt the cause of extinction and that us, humans could have prevented this  from happenning but just decided not to.",disgust
290,The shark attack described was distressing.  I'm glad to know that the victim is okay.  There is something about shark attacks that seems so unexpected and primal...really frightening.  At the same time I can appreciate how people want to protect the natural wildlife in the area.  Its a tough call.  I know the measures they take will never be perfect.  I guess I'm on the fence about what they're doing to protect the sharks.,fear
54,"I just read an article about America's refugee problem, that talked about the Somali community in Minneapolis. I can't believe the emotional language they tried to use in the article; it just makes me sick to see any reporting that doesn't only concern the facts, with no editorializing by the author. I wish that everyone who decided to become a writer would learn that there is no place for opinion in the news.",sadness
319,"I knew trump really doesnt' believe fully in the climate change and that it's caused my human actions.  I think he's putting this topic on the back burner since there are more important things to concentrate.  I have to say I agree with him but at some point during his presidency, it should be looked at and  see what kind of changes, if any need to take place, and then make them happen",neutral
143,"I know we have been talking about climate change, my friend. I read a news article that continues to build upon the foundational knowledge that we have speculated upon. As it turns out, a mere one degree Celsius change can have major impacts on the ecosystem. It affects genes and ranges in species. More than eighty percent of ecosystems are being put under stress. It makes me sad because we don't know the long-standing implications in the largest perspective. Every single day we can make choices to help negate the bad choices our species makes towards our environment.",sadness
177,"this is all about politics it talks about the like of Janet Reno, first female US attorney general who dies at 78 — anet Reno, former US attorney general under President Bill Clinton, died Monday morning following a long battle with Parkinson's disease, her sister Maggy Hurchalla said. She was 78. Reno, the nation's first-ever female attorney general, served in the Clinton White House from 1993 to 2001",neutral
9,"This area has been devastated by natural disasters and it appears to only be getting worse. I can't believe the amount of disasters that appear to be concentrated in one place, and the resilience that the citizens have shown to survive. I also can't believe the looting and break-ins that have been reported in the area, what kind of people steal from those in need?",surprise
397,"An article that I just read is really pretty disturbing.  It speaks of the tremendous droughts in the river areas of Bolivia.  It's bad enough because it is just a natural disaster situation, but the fact that there was also mismanagement involved is particularly troubling.  The government failed to properly care for the canals.  The article also speaks of selling off many of its wild animals.  This might become a very serious problem given the fact that some of the animals are endangered species such as the wild dog.  They are also looking at selling off elephants, lions and pythons.  Even if they do this, how much of the money will ever actually reach its citizens to help them?",sadness
330,"Those poor officers.  Like in any group of people, there are good and bad ones.  In this society the tendency to demonize everyone for the actions of a few sets a very dangerous precedent and things like this can happen.  Every person should be judged on their own merits.  Saying all cops are bad because of what a few have done is so insane and the public outrage leads to things like this.  I don't know for sure what this person's motivations were but there have been enough instances that some don't see law enforcement as people anymore and it makes their job so much more dangerous and we need good cops to do their jobs to keep us safe.",anger
403,This is just sick. It kills me that this lady is a parent. I am more confused that the step-father had no idea. I doubt after moving to multiple houses that you would not have noticed something was off. I mean you never went into these closets? The biggest issue here though is that this woman thought she would rid herself of a problem because of social services checking in on her. It is disgusting. I am surprised the other kids survived. They all must have lived in fear of this lady. Makes me so mad people kill kids.,disgust
332,"Better go stock up on coconut products.  It seems coconuts are in danger due to some bacteria wiping out coconut trees in the Caribbean.  Many fear it will spread to other coconut producing countries.  The techno people are trying to breed some kind of cure. They are using gene banks to come up with a solution but costs are prohibitive. There’s an International Coconut Genetic Resources Network or COGENT that’s getting some funding but even it’s in trouble financially.  They are looking for coconut product users and big companies to help out.  Have a heart, save the coconut trees!",neutral
235,"It sounds like someone didn't do their job at all in dealing with this housing complex. It sounds like a horrible situation but not a surprising one in a lot of these countries that lack housing laws and standards and accountability. I really hope they are able to rescue anyone still alive but trapped. On a weird note, what was with the blurb about the chicken? That was random.",sadness
309,"So a man murdered someone over a card being declined. At a Starbucks of course, this is just getting to be ridiculous. Someone gets pissy because they have no money and decide to hurt someone else that has nothing to do with it. The more news articles I read like this, the less faith I have in humanity.",disgust
226,"I don't understand how people can look at stories like this and still claim that ""guns don't kill people, people kill people"". If guns were less available and less prevalent in communities prone to violence, then confrontations between people would be far less likely to be lethal. It needs to be more difficult to obtain a firearm in this country.",anger
282,"I just read this article about the NODAPL protest movement that had a ridiculous headline. It is like they want people to have a negative opinion about this issue, so they subtly frame it in a certain way. ""Empty your bank account"" to make a donation in support is a very negative way of putting things, almost like psychological priming. Anyway, I wonder how the pipeline protest movement is going to continue under Trump.",anger
257,Thinking about air conditions in other countries I wonder if other countries who have the capability can help out. The article I read was about air quality and I wondered if it's hard to teach Indian citizens the affects of what they are doing. Maybe teaching them in school would help. It seems many people are suffering and changing for the better would benefit a lot of people. I guess us caring about those would also be beneficial to us because we all share the same planet.,fear
146,"It is really sad this country is still having major issues with prejudice and inequality. Being a minority myself, I feel for the Muslims and others who faced terrible treatment just because of their heritage. I hope you don't have to experience these terrible things as they have. I would be really careful who you talk to just to be on the safe side. It is an unpredictable world we live in today sadly.",sadness
90,"The Chicago district has shutdown about twenty five percent of there public drinking fountains. They have found levels of lead that are great in this area. It is believed that about one out of seven children have levels of lead in their system that the EPA deems too high. After the outbreak in Flint, I can see for their concerns.",fear
410,Did you hear about the polar bear name Pizza called the word's saddest polar bear? Apparently they are not treating it well in China by not giving it enough space and turning his life into a circus show. He started to inflict self harm because of his living condition. I really hope China comes up with better animal cruelty laws although I doubt this will happen because of our culture difference. It makes me furious knowing animals are being treated like this over there.,anger
96,"Did you know that Climate Change Threatens the  World’s Coffee Supply?? A report I read about a report says thinking of the many ways climate change threatens coffee and coffee farmers has alarmed people who are now imagining what it would be like getting through the day without their caffeine fix! Well, it certainly is concerning to me! The report, released this month, was commissioned by Fairtrade Australia and New Zealand supposedly the hub of the global Fairtrade system. I guess it doesn’t contain much new research, but still it has made waves by collating an array of available literature suggesting that climate change will have a major effect on the world’s coffee supply. Well, knowing how you love your coffee just as much as I do, I just knew this would fascinate you! Tell everyone!!",fear
92,What I learned about this situation was that sometimes life is not fair. Seeing this boy trapped in a place for 4 days is terrible. His poor body tried to survive and grab on for dear life but children are not exempt from this life. To think about that kid in that positiion makes me sad. His family is the one that suffers unfortunately.,sadness
358,"Like I have said before and will say it till I am blue in the face. I hate Donald Trump. He is not progressing the United States of America forward. He says his new slogan is Keep America Great, well, buddy, you got to make it great in the first place. He is one racist, misogynistic, egotistical liar and cannot wait till he leave, however way.",anger
299,These poor birds. We need to start recycling more and making sure our plastics are at least cut up. The beads in the plastic seem to be a good idea to try and detour the birds from eating it. All these simply thing we as humans can be doing to prevent these terrible things from happening. I feel like recycling and people having knowlegde about these plastics and polluting our environment are everywhere for Americans to see.i just kind of wonder the countries that had the highest percent of plastic in their oceans do they educate or inform those countries like america does? Why are those country so much higher then the others what do we need to do to reduce that number?,sadness
147,"I had heard about the huge fires burning in the Indonesia area and the haze clouds they are producing but I didn't realize it was so bad. Apparently there is a statistical study that says 100,000 people have been killed by this. The researchers tried to count ""early deaths"" and got that figure. I suspect the root problem is corruption. Some of the business owners in Indonesia and Malaysia are extremely rich and can act with impunity, even though their actions cause great harm to the environment and to humans near and far. Maybe they should be charged with crimes for the deaths. On the other hand I dislike the idea of people being convicted of crimes via statistical analysis. It is too easy to manipulate.",surprise
5,"Hey, man, don't know if you saw this report on the news, but this article is pretty messed up.  Those poor people were just trying to have a good time and then all hell broke lose.  I remember seeing the news reports and the images were pretty shocking, but the story in this article takes it to another level.  You should read it.  These poor people are going to get paid for sure.  it is funny how the owner had to invoke ""God"" trying to protect his own ass.",anger
244,"There is no way the FBI or any government agency could figure out what a lone wolf terrorist was going to do. Some terrorist could walk into anywhere and just start shooting the place up. It's terrible what the United States has become. The only way I see to limit terrorism is to try and limit immigration into the country, but even that doesn't solve things. Seems like if you don't live the right kind of life to someone, whether it's being gay etc., then somebody tries to hurt you. It's terrible.",fear
81,"This guy got fucked. It sucks for him, but there’s nothing you can really do about these things, besides deal with it. There’s always going to be inefficiency and points of failure in any bureaucratic system right? Maybe the cops will get their shit together and sort it out for him, before he has to jump through all the bureaucratic hoops because of their initial mistake.",anger
58,"It is very tragic to hear this news regarding the circumstances that many animals are facing in various zoos across the globe. It seems that human nature is causing these animals to be subjected to lives they shouldn't have to endure. If they were released into nature then maybe they would have a fighting chance but at the same time, most of them have been raised in the zoo perhaps so their ""social skills"" in nature may be quite the detriment as well. I just wish that some organization(s) could rescue them and take care of them the way they ought to be. No animal should really have to live in a zoo, to begin with, and now they are suffering from malnourishment and lack of care. It is tragic to read about this but it is the world in which we live.",sadness
276,"Feelings are deemed appropriate if they fit the current situation. Since individuals want to fit in and be seen as normal, they are constantly working on their feelings in order to fit the situation. Emotion work is more so how people want to feel or how they want other people to see them feel. Feelings are not permanent, but an ongoing thing because people constantly try to bring up, suppress, or manage feelings",neutral
413,"I can't begin to imagine going through that night. The recollection from the survivor is horrifying.  I cannot fathom the thoughts and emotions of those who were there trapped for hours.  The loss of so many makes it easier to become desensitized to it, but hearing the individual stories makes it so real and sad.",sadness
145,"This shows how the current political environment is effecting people, especially younger people, emotionally. The stress and fear that is being shown from the younger generation is mostly to blame on social media. We used to be able to discuss political issues in person, calmly. Now, if you try to mention your opinion on social media, you run the risk of being attacked or insulted, simply adding to the fear of the current political situations.",sadness
92,I felt extremely bad and horrible for the child that fell down like that. I also felt very sad and disturbed when they found him dead about four days later. The poor child should have been taken care of more and looked after so that nothing would have happened to him then. I think that this whole thing is such a horrible tragedy and that it also could have been prevented as well.,sadness
243,"This article was just ridiculous to me, I see the need to be protesting and freedom of speech and rights but we as people need to do peaceful protest not using armed militias to stand off on a protest. That is going against the very fundamentals of what liberals stand for. I think the group should have had some repercussions to what they did.",anger
252,This is yet another tragedy in need of our justice!  This time we have a plane crash that had killed some very important polish people.  This has recently come under investigation for foul play.  These people need justice in their case and we should support any justice that will bring the truth out for these unfortunate people!,sadness
188,"I just read that Kevin Meaney, a standup comedian and actor has died. Although I don’t remember him very well, according to the article I read he was a celebrity of some notoriety in the 1980’s and 1990’s. Mr. Meaney was in the CBS sitcom ""Uncle Buck,"" it was only on for one season in 1990, and he made an appearance on an episode of ""Saturday Night Live. He was on the Johnny Carson show, too, which was the top-rated late night talk show for decades. I really miss all the bright comedic talents that launched their careers on the Carson show. So many of these great comedians of the past have inspired budding comic talents of today. They will be missed!",sadness
237,"This kind of thing happens in North Korea all the time. The country has so little usable farmland, that any weather disruption is a major problem. This is what happened during the Arduous March in the 90s, after Kim Il Sung died. The country had a couple bad years because of drought and then flooding, and suddenly everyone was starving.",fear
348,"The artical also Trump campaign was unprecedented in its dishonesty; the fact that the lies didn’t exact a political price, that they even resonated with a large bloc of voters, doesn’t make them any less false. No, our inner cities aren’t war zones with record crime. No, we aren’t the highest-taxed nation in the world. No, climate change isn’t a hoax promoted by the Chinese. So if you’re tempted to concede that the alt-right’s vision of the world might have some truth to it, don’t. Lies are lies, no matter how much power backs them up. And once we’re talking about intellectual honesty,",anger
270,"I think China has a real problem with safety standards and that's why they have so many accidents in their various industries. It's really sad that they place economic growth over human lives. If they did implement safety standards, they wouldn't lose so many lives or potential workers and people that care for children.",sadness
175,"I don't know much about the issues in Syria and other countries in the Middle East, but I'm not a fan of war or our place in these international conflicts. The United States has had military influence in the Middle East for way too long, and we were deceived by President Obama at the time he started office. He stated he would pull all troops out, but that never really happened. The troops may have decreased, but we have a strong presence there still.",anger
362,"ISTANBUL, have you heard what is going on over near Turkey? Man I am not even really sure myself but it sounds pretty messed up.  At least eight members of parliament were charged with some type terrorism-related crimes. This is just sickening to me. Turkey’s parliament voted to strip lawmakers of their immunity",disgust
221,"So I feel birth is birth. What difference does it make it you gave it vaginal or c-section. So people can be so evil in this world. You were pregnant and carried that baby in your belly for 8 to 9 months. Some ladies are faced with a life or death even choice. We have to do what is right for our babies but mostly for ourselves. I know you think wow selfish much, No this i why. If you are not here you can not raise and happy healthy family. Next if you are not your best or at 100% you really can not give your all.",anger
272,"A reward of $25000 is being offered to catch somebody who is killing horses in the Salt River area. There are several murders of horses every year. Anyways, the group raising the money started a campaign on GoFundMe, and people have donated $25000. The group also is concerned with conservation-related issues.",neutral
350,"I feel pretty indifferent about this kind of thing overall. It’s not fair to the men, but at the same time society has been conditioned in such a way that we have a higher demand for female models and lower demand for male models. Society is unfair in a lot of ways, and this is one of the few ways where women benefit over men.",neutral
193,"That's incredibly disgusting. I feel like it should count as a hate crime, and everyone on that boat who had anything to do with that incident should be brought before a judge and made to answer for their involvement. I really hope the LGBT community organizes some kind of boycott; Royal Caribbean should be made to feel financial pain for their negligence",disgust
344,Did you see what is going on with all those refugees? They are trying to cross over by water and a lot of them are drowning and there are record numbers for deaths from shipwrecks. Those poor people just want to get away and lead a better life and they all keep dying or continue to suffer. I really wish we could do something for them so they could all live better lives.,sadness
347,"ABUJA, Nigeria ― After her father died two years ago during a Boko Haram raid on her village in Yobe, Nigeria, 16-year-old Zulyatu, her younger siblings and their mother fled to Biu, a town in northeast Nigeria’s Borno state. A year ago their mother left for another town to get treatment for high blood pressure from a traditional healer, leaving Zulyatu alone to care for her siblings, 12-year-old Abubakar and 8-year-old Amira.",neutral
362,"Reading about issues happening across the world seems foreign, but just think: any trouble anywhere in the world, the US is usually involved. I think any conflict and abuses of power in any nation in the world, especially in the middle east, can spell disaster for the people in the US. We can't really ignore issues that happen far away because ultimately as a nation, we will have to face the consequences, either by sending our troops or  any other effects.",sadness
342,There are a lot of older people in Russia who survived the Second World War who are now trying their best to survive.  Many estimates say that there are a lot of people in Russia who survived only on $4.50 a day.  With this little money they do not have the luxury of going out to eat.  Also when living on so little money it is dangerous because of Health Care problems.  If one has to  have surgery or even get expensive medication it can be a real setback to their life style.  I hope the Russian economy becomes better enough to support  it's elderly and everyone else in the country.,neutral
216,"Michael Moore did it again! The man might not be much to look at, but he continually nails liberals social values with an iron fist. This time it was him predicting Trump's victory in a film, but what next? He is serving as a light post for liberals, trying to wake them up that aspects of the Democratic party are out of tune with the greater American people, but will they listen? Trump won for many reasons, and while he encourages liberals to tell their conservative friends Hillary ""won the popular vote,"" What good will that even do? The time for liberals to get better in-tune with the needs of the greater american conservative public has long since passed...",surprise
242,Another sad story. I am deeply sorry for the families of the innocent civilians that were killed but our United States army has to do what it has to do in order to protect our great country and keep us all safe as Americans. Living in those types of countries is a risk and sometimes innocent peoples lives have to be taken in order to keep us safe and protect our country.,sadness
135,"This article was about a rash of fires in the south, particularly Appalachia. It mentioned dry conditions causing numerous fires and contributing to pollution that made the air dangerous and unpleasant to breathe. It also said that some of the fires were probably caused by arson, but didn't dwell too much on that aspect. The quoted official mentioned that dry conditions meant more fires could easily be accidentally started and that was a danger.",anger
87,I just read this article about the doom of bananas that made me feel like an idiot. I like to think i am smart enough to process this type of article but the words used just had me lost. I wouldn't bother reading it if you still planned on it. It was informative but i felt like i was reading a manual.,sadness
1,"I don't really feel much of anything when I read about this sort of incident since it happens all the time, I guess if I had to come up with something I would say I feel vaguely annoyed and irritated, I don't see why people can't manage to watch sports games in an orderly, non-violent manner, so the fact that we have to deal with this nonsense every time a popular sporting event happens is irritating. I think that it should not be difficult for people to conduct themselves appropriately, so it is frustrating that this sort of thing happens so often during sporting and other events.",anger
79,"I think if someone is going to take on that responsibility in raising cattle they should at least know what they are doing. This guy, Bundy, does not care for them. They hardly have food or water. They get no interaction so when they do need to round them up, they're mean. That should be illegal. I'm suprised he has not been caught yet. He is very lucky because when he get caught he will regret not taking proper care of them.",anger
326,"Hello, I have to tell you something friend, I have some curiosity about an article that I read recently, said that Donald Trump was elected president of the United States. The next day, a man discovered that someone had painted swastikas in an abandoned store in South Philadelphia, I was hoping that this type of information could be in the article",neutral
217,I think parents complaining about their preteen children are overreacting.  Just deal with it and everything will be okay.  You can't place them in a toy box anymore or sit them in front of the TV and tell them to sit and watch it until it's done.  I'm not worried about this because I have no kids of my own and I could care less.,anger
189,"well well well, look at what we have well, the arrogant Kim Kardashian finally got what she deserves: being robbed for millions, the thought of it is bitter, considering it's a robbery after all, but think the other way, a rich superfluous gal as Kim, broadcasting her belongings on social media, I guess she brought this upon herself",disgust
54,"Interesting article, and I can see both sides of the issue.  On one hand, it is true that it's incredibly, incredibly hard for people to immigrate to America.  The old saying that you ""need money to make money"" is true in the sense that if you show up on our shores with nothing at all, it's going to be awfully hard to make anything of yourself.  That being said, the American dream has always been one of pulling yourself up by the bootstraps and being a self-made-man.  You need to be able to do things on your own and most of the most successful people on Earth came from abject poverty.",neutral
415,I found this article and thought you might be interested in it. This is so sad and disgusting. Gun violence really must be stopped in this country and it's hurting innocent people and even unborn people around this country. I think there might be a die in we can participate in happening this week if you can come.,disgust
